Case Origin,Type,Category,Sub-Category,Station,Date/Time Opened,Date/Time Closed,Age (Days)
Email,Complaint,Service,Scheduling,M60 - 24th St. Mission (SF),1/30/18 8:53,1/30/18 8:53,0
Website,Complaint,Bike Program,Bikes - Get Bikes Off Trains,,43130.35347,43132.56042,2
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,43130.30556,43132.54653,2
Website,Complaint,Maintenance and Equipment,Escalator,A80 - Union City,43130.30208,43130.67153,0
Website,Complaint,Maintenance and Equipment,Elevator,W10 - Colma,43130.29931,43132.53264,2
Website,Complaint,Police,Lack of Presence - STA,M40 - Civic Center/UN Plaza (SF),43130.25694,43130.64028,0
Website,Complaint,Quality of Life,Transient,M30 - Powell St. (SF),43130.25694,43130.54514,0
Website,Complaint,Quality of Life,Transient,,43130.25278,43132.52569,2
Website,Complaint,Police,Police Misc.,M50 - 16th St. Mission (SF),1/30/18 2:22,2/1/18 12:24,2
Website,Complaint,Police,Police Misc.,,1/30/18 0:21,2/1/18 12:08,2
Website,Complaint,Police,Lack of Presence - STA,M40 - Civic Center/UN Plaza (SF),1/29/18 19:19,2/1/18 11:49,3
Website,Complaint,Service,Delays,L30 - Dublin/Pleasanton,1/29/18 18:48,2/6/18 10:48,8
Website,Complaint,Service,Closed Door,M20 - Montgomery St. (SF),1/29/18 18:22,2/1/18 9:51,3
Website,Complaint,Service,Delays,K20 - 19th St. Oakland,1/29/18 17:39,2/1/18 9:32,3
Website,Complaint,Police,Lack of Presence - STA,C80 - Pittsburg/Bay Point,1/29/18 17:25,1/31/18 17:05,2
Phone,Complaint,Trains,Trains Misc.,,1/29/18 16:26,1/29/18 16:44,0
Phone,Complaint,Policies,Fares,,1/29/18 16:19,1/29/18 16:19,0
Website,Complaint,Service,Scheduling,M90 - Daly City,1/29/18 15:22,1/30/18 15:40,1
Phone,Complaint,Trains,Trains Misc.,A60 - Hayward,1/29/18 13:38,2/5/18 12:44,7
Phone,Complaint,Service,Timed Meet/Connection,,1/29/18 13:31,1/29/18 13:41,0
Website,Complaint,Service,Delays,,1/29/18 12:24,1/30/18 13:01,1
Phone,Complaint,Policies,Policies Misc.,A30 - Coliseum,1/29/18 12:06,1/29/18 12:06,0
Website,Complaint,AFC,Gate Malfunction,W20 - South San Francisco,1/29/18 10:33,1/31/18 16:35,2
Phone,Complaint,Policies,Refunds,A30 - Coliseum,1/29/18 10:27,1/31/18 16:31,2
Website,Complaint,Maintenance and Equipment,Escalator,L10 - Castro Valley,43129.43472,43131.67778,2
Phone,Complaint,Station Cleanliness,Platform,M80 - Balboa Park (SF),43129.42569,43129.42639,0
Phone,Complaint,Station Cleanliness,Platform,M80 - Balboa Park (SF),43129.42361,43129.42431,0
Phone,Complaint,AFC,Clipper,A70 - South Hayward,43129.42014,43147.64792,18
Website,Complaint,Service,Closed Door,K20 - 19th St. Oakland,43129.39722,43130.52917,1
Phone,Complaint,Maintenance and Equipment,Escalator,K20 - 19th St. Oakland,43129.39236,43131.51944,2
Email,Complaint,Maintenance and Equipment,Escalator,,43129.38819,43131.38264,2
Website,Complaint,Policies,Operations,M90 - Daly City,1/29/18 9:14,1/30/18 12:28,1
Website,Complaint,Service,Delays,A40 - San Leandro,1/29/18 8:45,1/31/18 12:09,2
Website,Complaint,Maintenance and Equipment,Escalator,M16 - Embarcadero (SF),1/29/18 8:19,1/30/18 12:13,1
Website,Complaint,Service,Delays,,1/29/18 8:10,1/31/18 11:16,2
Website,Complaint,Station Cleanliness,Platform,M80 - Balboa Park (SF),1/29/18 7:49,1/29/18 11:17,0
Website,Complaint,Station Cleanliness,Platform,M80 - Balboa Park (SF),1/29/18 7:25,1/29/18 11:11,0
Website,Complaint,Maintenance and Equipment,M&E Misc.,L20 - West Dublin/Pleasanton,1/29/18 7:17,1/30/18 11:45,1
Website,Complaint,Quality of Life,Unclean Individual,L30 - Dublin/Pleasanton,1/29/18 7:02,1/29/18 16:53,0
Website,Complaint,Station Cleanliness,Platform,M80 - Balboa Park (SF),1/29/18 6:53,1/29/18 11:14,0
Website,Complaint,Quality of Life,Transient,,1/29/18 6:53,1/29/18 16:11,0
Website,Complaint,Trains,Air Conditioning Inoperative,,1/29/18 6:34,1/29/18 11:23,0
Website,Complaint,Quality of Life,Unclean Individual,,1/29/18 5:56,1/29/18 16:06,0
Website,Complaint,Police,Lack of Presence - STA,R50 - El Cerrito del Norte,1/29/18 5:45,1/31/18 11:13,2
Website,Complaint,AFC,Parkmaster Inoperative,K30 - MacArthur (Oakland),1/29/18 5:38,1/31/18 10:50,2
Website,Complaint,Policies,Policies Misc.,,1/28/18 22:39,1/31/18 10:35,2
Website,Complaint,Policies,Soliciting,,1/28/18 14:57,1/30/18 11:25,2
Website,Complaint,Police,Lack of Presence - Train,R40 - El Cerrito Plaza,43127.81111,43129.52708,2
Website,Complaint,Police,Lack of Presence - STA,R40 - El Cerrito Plaza,43127.7125,43129.46181,2
Website,Complaint,Service,Short Trains,,43127.62292,43130.43194,3
Website,Complaint,Service,Scheduling,,43127.54653,43130.41944,3
Website,Complaint,Policies,Operations,S20 - Warm Springs,43127.53403,43131.39861,4
Website,Complaint,Service,Delays,K20 - 19th St. Oakland,43127.46042,43129.50347,2
Website,Complaint,Service,Service Misc.,M70 - Glen Park (SF),43127.43056,43131.39097,4
Website,Complaint,Parking,Parking Misc.,,1/27/18 7:42,1/30/18 9:32,3
Website,Complaint,Policies,Operations,L10 - Castro Valley,1/26/18 22:06,1/30/18 11:13,4
Website,Complaint,Service,Delays,,1/26/18 19:02,1/30/18 11:08,4
Website,Complaint,Parking,Crowded Lots,C80 - Pittsburg/Bay Point,1/26/18 18:50,1/30/18 11:04,4
Website,Complaint,Service,Closed Door,W40 - Millbrae,1/26/18 18:15,1/30/18 10:37,4
Phone,Complaint,Policies,Refunds,,1/26/18 16:42,1/26/18 16:54,0
Phone,Complaint,Passenger Information,Inadequate/Incorrect,,1/26/18 16:36,1/26/18 16:43,0
Website,Complaint,Service,Scheduling,M90 - Daly City,1/26/18 15:59,1/26/18 16:46,0
Website,Complaint,Service,Yard Stops,,1/26/18 14:41,1/26/18 15:52,0
Website,Complaint,Police,Police Misc.,,1/26/18 12:54,1/30/18 10:13,4
Website,Complaint,Parking,Restrictions/Enforcement,,1/26/18 12:25,1/30/18 9:50,4
Website,Complaint,Maintenance and Equipment,Escalator,,1/26/18 12:15,1/29/18 18:05,3
Website,Complaint,Policies,Operations,M10 - West Oakland,1/26/18 11:48,1/26/18 12:22,0
Phone,Complaint,Station Cleanliness,Stairs,M90 - Daly City,1/26/18 9:48,1/26/18 9:50,0
Phone,Complaint,Maintenance and Equipment,Landscaped/Tree/Bushes,,1/26/18 9:47,1/26/18 9:50,0
Website,Complaint,Maintenance and Equipment,Escalator,M16 - Embarcadero (SF),1/26/18 9:42,1/29/18 11:44,3
Website,Complaint,Service,Delays,W40 - Millbrae,43126.37292,43129.47292,3
Website,Complaint,Quality of Life,Unclean Individual,,43126.33958,43126.38125,0
Website,Complaint,Quality of Life,Unclean Individual,,43126.33681,43126.65,0
Website,Complaint,Trains,Intercom Inaudible,,43126.32153,43126.39028,0
Website,Complaint,Quality of Life,Unclean Individual,M90 - Daly City,43126.30417,43126.47014,0
Website,Complaint,Police,Lack of Presence - Train,C70 - North Concord/Martinez,43126.28472,43126.65833,0
Website,Complaint,Service,Delays,C40 - Walnut Creek,43126.27361,43129.46875,3
Website,Complaint,Parking,Paid,,1/26/18 6:21,1/26/18 7:55,0
Website,Complaint,Service,Delays,C30 - Lafayette,1/26/18 5:45,1/29/18 10:24,3
Website,Complaint,Policies,Fares,,1/26/18 5:25,1/26/18 16:16,0
Website,Complaint,Quality of Life,Transient,,1/26/18 4:36,1/26/18 9:35,0
Website,Complaint,AFC,AFC Misc.,Y10 - San Francisco Int'l Airport,1/25/18 22:06,1/26/18 11:04,1
Website,Complaint,Policies,Refunds,,1/25/18 21:00,1/26/18 7:59,0
Website,Complaint,Policies,Operations,A90 - Fremont,1/25/18 20:54,1/29/18 9:51,4
Website,Complaint,AFC,Vendor Inoperative,W30 - San Bruno,1/25/18 18:57,1/26/18 10:30,1
Website,Complaint,Policies,Fares,,1/25/18 18:46,1/29/18 8:56,4
Website,Complaint,Police,Lack of Presence - Train,K10 - 12th St. Oakland City Center,1/25/18 17:38,1/25/18 17:38,0
Website,Complaint,Quality of Life,Transient,K10 - 12th St. Oakland City Center,1/25/18 16:56,1/25/18 17:30,0
Website,Complaint,Policies,Operations,K10 - 12th St. Oakland City Center,1/25/18 16:35,1/26/18 9:52,1
Email,Complaint,Quality of Life,Quality of Life - Other,,1/25/18 15:38,1/31/18 9:17,6
Email,Complaint,Quality of Life,Quality of Life - Other,,1/25/18 15:31,,76
Phone,Complaint,Parking,Parking Misc.,C60 - Concord,1/25/18 15:00,1/25/18 15:05,0
Email,Complaint,Quality of Life,Quality of Life - Other,,1/25/18 14:55,,76
Email,Complaint,Police,Lack of Presence - Train,L30 - Dublin/Pleasanton,43125.59792,43131.375,6
Phone,Complaint,Parking,Restrictions/Enforcement,,43125.59722,43125.59861,0
Website,Complaint,Station Cleanliness,Stairs,,43125.49514,43125.53819,0
Website,Complaint,Trains,Trains Misc.,,43125.42847,43125.55,0
Website,Complaint,Police,Lack of Presence - Train,,43125.42639,43125.44792,0
Website,Complaint,Passenger Information,Inadequate/Incorrect,,43125.41875,43125.52361,0
Website,Complaint,Maintenance and Equipment,Escalator,M16 - Embarcadero (SF),43125.39514,43125.44306,0
Website,Complaint,Police,Lack of Presence - STA,,1/25/18 9:20,1/25/18 14:56,0
Website,Complaint,Service,Scheduling,,1/25/18 9:07,1/25/18 15:55,0
Website,Complaint,Quality of Life,Mental Health,,1/25/18 8:42,1/25/18 11:52,0
Website,Complaint,Quality of Life,Transient,K20 - 19th St. Oakland,1/25/18 8:15,1/25/18 8:58,0
Website,Complaint,Trains,Trains Misc.,,1/25/18 7:26,1/25/18 12:30,0
Website,Complaint,Maintenance and Equipment,M&E Misc.,A40 - San Leandro,1/25/18 7:21,1/26/18 16:38,1
Website,Complaint,Quality of Life,Quality of Life - Other,,1/24/18 23:06,1/25/18 14:26,1
Website,Complaint,Quality of Life,Quality of Life - Other,,1/24/18 23:05,1/25/18 14:35,1
Website,Complaint,Service,Timed Meet/Connection,,1/24/18 20:50,1/25/18 14:48,1
Website,Complaint,Passenger Information,Inadequate/Incorrect,,1/24/18 20:19,1/25/18 12:29,1
Website,Complaint,Police,Lack of Presence - Train,,1/24/18 20:12,1/25/18 11:41,1
Website,Complaint,Passenger Information,Inadequate/Incorrect,M40 - Civic Center/UN Plaza (SF),1/24/18 18:20,1/25/18 10:57,1
Website,Complaint,Police,Lack of Presence - STA,,1/24/18 18:00,1/25/18 12:03,1
Website,Complaint,Maintenance and Equipment,M&E Misc.,M80 - Balboa Park (SF),1/24/18 17:22,1/25/18 9:35,1
Website,Complaint,Service,Scheduling,M60 - 24th St. Mission (SF),1/24/18 17:17,1/26/18 9:14,2
Website,Complaint,Maintenance and Equipment,Escalator,M60 - 24th St. Mission (SF),1/24/18 16:23,1/25/18 16:28,1
Website,Complaint,Parking,Crowded Lots,W10 - Colma,43124.67847,43125.61319,1
Website,Complaint,Policies,Operations,,43124.67708,43125.44167,1
Phone,Complaint,AFC,Clipper,C60 - Concord,43124.64583,43125.56597,1
Website,Complaint,Service,Closed Door,,43124.63194,43124.64167,0
Phone,Complaint,Policies,Policies Misc.,,43124.50972,43125.68819,1
Phone,Complaint,Maintenance and Equipment,M&E Misc.,,43124.48681,43124.48819,0
Website,Complaint,Station Cleanliness,Plaza,W10 - Colma,43124.47986,43125.58889,1
Website,Complaint,Announcements,Quality Train Announcements,,1/24/18 11:26,1/24/18 14:29,0
Phone,Complaint,AFC,Clipper,M70 - Glen Park (SF),1/24/18 10:43,1/24/18 10:51,0
Phone,Complaint,Maintenance and Equipment,Elevator,K10 - 12th St. Oakland City Center,1/24/18 9:26,1/24/18 9:31,0
Phone,Complaint,Maintenance and Equipment,Elevator,K10 - 12th St. Oakland City Center,1/24/18 9:07,1/24/18 9:10,0
Website,Complaint,Service,Delays,,1/24/18 8:58,1/24/18 14:18,0
Website,Complaint,Station Cleanliness,Facilities Maintenance Misc.,,1/24/18 8:08,1/24/18 13:26,0
Website,Complaint,Passenger Information,Directional Signage,W20 - South San Francisco,1/24/18 7:59,1/24/18 8:03,0
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,1/24/18 4:43,1/24/18 9:02,0
Website,Complaint,Police,Rude Police Personnel,,1/23/18 22:30,1/24/18 15:59,1
Website,Complaint,Policies,Refunds,A30 - Coliseum,1/23/18 22:06,1/24/18 8:13,0
Website,Complaint,Maintenance and Equipment,M&E Misc.,,1/23/18 20:33,1/24/18 10:46,1
Website,Complaint,Maintenance and Equipment,Escalator,R60 - Richmond,1/23/18 19:10,2/5/18 8:27,13
Website,Complaint,Police,Lack of Presence - STA,,1/23/18 17:00,1/24/18 13:13,1
Website,Complaint,Service,Scheduling,M20 - Montgomery St. (SF),1/23/18 16:59,1/25/18 15:57,2
Website,Complaint,Quality of Life,Unclean Individual,,1/23/18 16:38,1/24/18 8:43,1
Website,Complaint,Service,Service Misc.,,1/23/18 15:52,1/24/18 14:23,1
Website,Complaint,Service,Scheduling,,43123.63958,43124.59097,1
Website,Complaint,Police,Lack of Presence - STA,,43123.59375,43123.67431,0
Phone,Complaint,Parking,Crowded Lots,C60 - Concord,43123.56597,43123.56597,0
Website,Complaint,Station Cleanliness,Platform,,43123.56597,43123.60069,0
Website,Complaint,Service,Service Misc.,W30 - San Bruno,43123.56528,43125.54306,2
Website,Complaint,AFC,AFC Misc.,R50 - El Cerrito del Norte,43123.51597,43125.44722,2
Website,Complaint,Trains,Trains Misc.,,43123.5,43123.60764,0
Phone,Complaint,Maintenance and Equipment,Escalator,S20 - Warm Springs,1/23/18 10:51,1/23/18 10:52,0
Website,Complaint,Police,Lack of Presence - Train,C40 - Walnut Creek,1/23/18 9:27,1/23/18 10:32,0
Website,Complaint,Police,Lack of Presence - Train,,1/23/18 9:21,1/23/18 10:55,0
Website,Complaint,Quality of Life,Unclean Individual,,1/23/18 9:18,1/23/18 9:57,0
Website,Complaint,Parking,Parking Misc.,R50 - El Cerrito del Norte,1/23/18 8:56,1/23/18 11:33,0
Website,Complaint,Service,Service Misc.,,1/23/18 8:41,1/23/18 12:49,0
Website,Complaint,Service,Delays,,1/23/18 8:38,1/23/18 8:48,0
Phone,Complaint,Police,Police Misc.,,1/23/18 8:15,1/23/18 8:28,0
Website,Complaint,Train Cleanliness,Seats,,1/23/18 8:06,1/23/18 8:35,0
Website,Complaint,Quality of Life,Unclean Individual,,1/23/18 7:00,1/23/18 8:36,0
Website,Complaint,Quality of Life,Unclean Individual,M20 - Montgomery St. (SF),1/23/18 7:00,1/23/18 9:24,0
Website,Complaint,Quality of Life,Transient,,1/23/18 6:56,1/23/18 8:47,0
Website,Complaint,Quality of Life,Transient,,1/23/18 6:50,1/23/18 8:54,0
Website,Complaint,Quality of Life,Transient,A20 - Fruitvale (Oakland),1/23/18 6:43,1/23/18 8:40,0
Website,Complaint,Maintenance and Equipment,Lighting,,1/22/18 22:30,1/23/18 9:02,0
Website,Complaint,Policies,Fares,,1/22/18 22:28,1/23/18 8:53,0
Website,Complaint,Police,Lack of Presence - Train,,43122.79306,43123.39375,1
Website,Complaint,Service,Crowded Trains,,43122.75625,43123.56736,1
Website,Complaint,Maintenance and Equipment,Elevator,M40 - Civic Center/UN Plaza (SF),43122.73819,43123.35139,1
Website,Complaint,Maintenance and Equipment,Escalator,M16 - Embarcadero (SF),43122.72778,43123.55764,1
Website,Complaint,Service,Crowded Trains,,43122.72014,43124.53611,2
Phone,Complaint,Station Cleanliness,Facilities Maintenance Misc.,R10 - Ashby (Berkeley),43122.7,43122.70278,0
Website,Complaint,Quality of Life,Transient,,43122.7,43124.49861,2
Website,Complaint,Station Cleanliness,Parking Garage,,1/22/18 16:45,1/24/18 8:27,2
Website,Complaint,Police,Lack of Presence - Train,,1/22/18 16:42,1/23/18 14:21,1
Website,Complaint,Quality of Life,Quality of Life - Other,,1/22/18 16:39,1/23/18 14:20,1
Website,Complaint,Quality of Life,Transient,,1/22/18 16:10,1/25/18 15:37,3
Website,Complaint,Police,Lack of Presence - Train,M20 - Montgomery St. (SF),1/22/18 16:04,1/23/18 15:57,1
Phone,Complaint,Maintenance and Equipment,Graffiti,M60 - 24th St. Mission (SF),1/22/18 15:54,1/22/18 16:19,0
Website,Complaint,Policies,Fares,,1/22/18 12:04,1/23/18 16:01,1
Website,Complaint,Trains,Trains Misc.,M16 - Embarcadero (SF),1/22/18 11:50,1/24/18 10:05,2
Website,Complaint,Police,Lack of Presence - Train,,1/22/18 10:56,1/22/18 15:16,0
Email,Complaint,Announcements,Quality Station Announcements,,1/22/18 9:52,,79
Phone,Complaint,Service,Timed Meet/Connection,K30 - MacArthur (Oakland),1/22/18 9:49,1/22/18 9:49,0
Phone,Complaint,Policies,Fares,,1/22/18 9:32,1/22/18 9:32,0
Phone,Complaint,Service,Delays,,1/22/18 9:23,1/22/18 9:23,0
Website,Complaint,Trains,Doors Inoperative,,1/22/18 9:23,1/22/18 10:07,0
Website,Complaint,Trains,Trains Misc.,,1/22/18 9:20,1/23/18 10:14,1
Website,Complaint,Service,Closed Door,,1/22/18 9:15,1/23/18 13:53,1
Website,Complaint,Service,Dwell Time,,43122.37917,43122.41944,0
Website,Complaint,AFC,AFC Misc.,,43122.37778,43122.43125,0
Website,Complaint,Service,Short Trains,,43122.31181,43122.45417,0
Website,Complaint,Quality of Life,Unclean Individual,,43122.28264,43122.64792,0
Website,Complaint,Maintenance and Equipment,Escalator,K10 - 12th St. Oakland City Center,43122.27986,43124.38403,2
Website,Complaint,Service,Short Trains,,43122.24167,43122.66875,0
Website,Complaint,AFC,Parkmaster Inoperative,C80 - Pittsburg/Bay Point,43122.21319,43122.56111,0
Website,Complaint,Maintenance and Equipment,M&E Misc.,A10 - Lake Merritt (Oakland),1/21/18 23:14,1/24/18 16:00,3
Website,Complaint,Policies,Refunds,,1/21/18 22:45,1/25/18 16:53,4
Website,Complaint,Passenger Information,,,1/21/18 20:44,1/22/18 13:56,1
Website,Complaint,Parking,Restrictions/Enforcement,,1/21/18 20:30,1/22/18 11:26,1
Website,Complaint,Station Cleanliness,Parking Lots,A20 - Fruitvale (Oakland),1/21/18 17:08,1/22/18 15:55,1
Website,Complaint,Service,Delays,R60 - Richmond,1/21/18 17:01,1/25/18 14:37,4
Website,Complaint,Maintenance and Equipment,Lighting,,1/21/18 15:17,1/22/18 8:36,1
Website,Complaint,Service,Service Misc.,,1/21/18 13:24,1/22/18 8:25,1
Website,Complaint,Passenger Information,,,1/20/18 22:41,1/22/18 15:52,2
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,1/20/18 17:16,1/22/18 14:21,2
Website,Complaint,Quality of Life,Unclean Individual,,1/20/18 16:59,1/22/18 13:22,2
Website,Complaint,Police,Lack of Presence - Train,,1/20/18 16:19,1/22/18 11:19,2
Website,Complaint,Service,Delays,,1/20/18 15:44,1/22/18 15:45,2
Website,Complaint,Service,Delays,,1/20/18 15:28,1/23/18 11:05,3
Website,Complaint,Trains,Air Conditioning Inoperative,C40 - Walnut Creek,1/20/18 7:23,1/22/18 12:42,2
Website,Complaint,Police,Lack of Presence - Train,,1/19/18 23:57,1/22/18 12:36,3
Website,Complaint,Police,Lack of Presence - STA,A10 - Lake Merritt (Oakland),43119.92222,43122.48056,3
Website,Complaint,Policies,Fares,,43119.83333,43122.47847,3
Website,Complaint,Service,Service Misc.,K20 - 19th St. Oakland,43119.76806,43122.43403,3
Website,Complaint,Maintenance and Equipment,Escalator,M40 - Civic Center/UN Plaza (SF),43119.72222,43122.42153,3
Website,Complaint,Policies,Operations,M30 - Powell St. (SF),43119.67639,43122.3625,3
Website,Complaint,Maintenance and Equipment,M&E Misc.,,43119.675,43126.35,7
Phone,Complaint,Service,Dwell Time,,43119.61181,43119.65625,0
Website,Complaint,Police,Lack of Presence - STA,M40 - Civic Center/UN Plaza (SF),1/19/18 14:32,1/22/18 9:55,3
Phone,Complaint,Maintenance and Equipment,M&E Misc.,W30 - San Bruno,1/19/18 13:42,1/19/18 14:07,0
Phone,Complaint,Police,Lack of Presence - STA,C40 - Walnut Creek,1/19/18 12:45,1/19/18 12:46,0
Website,Complaint,Station Cleanliness,Escalators,,1/19/18 11:24,1/19/18 13:53,0
Phone,Complaint,Maintenance and Equipment,M&E Misc.,C80 - Pittsburg/Bay Point,1/19/18 11:23,1/19/18 11:53,0
Website,Complaint,Trains,Air Conditioning Inoperative,,1/19/18 9:22,1/19/18 9:35,0
Email,Complaint,Police,Lack of Presence - STA,C20 - Orinda,1/19/18 9:09,1/19/18 14:26,0
Website,Complaint,Quality of Life,Unclean Individual,,1/19/18 8:27,1/19/18 9:40,0
Website,Complaint,Station Cleanliness,Parking Lots,,1/19/18 7:49,1/19/18 9:56,0
Website,Complaint,Trains,Air Conditioning Inoperative,L30 - Dublin/Pleasanton,1/19/18 7:16,1/19/18 9:12,0
Website,Complaint,Police,Lack of Presence - STA,A50 - Bay Fair (San Leandro),1/18/18 18:55,1/19/18 10:01,1
Website,Complaint,Service,Delays,,1/18/18 18:11,1/19/18 10:09,1
Website,Complaint,Station Cleanliness,Parking Garage,W30 - San Bruno,1/18/18 16:38,1/19/18 8:47,1
Website,Complaint,Maintenance and Equipment,Escalator,M16 - Embarcadero (SF),1/18/18 16:31,1/22/18 8:38,4
Website,Complaint,Maintenance and Equipment,TDS Signs Not Working,,1/18/18 15:54,1/23/18 12:35,5
Phone,Complaint,Policies,Fares,,1/18/18 15:11,1/18/18 15:12,0
Website,Complaint,Service,Delays,R20 - Downtown Berkeley,43118.58333,43119.46111,1
Website,Complaint,AFC,Clipper,M16 - Embarcadero (SF),43118.55347,43118.59444,0
Website,Complaint,AFC,More Gates/Vendors,M50 - 16th St. Mission (SF),43118.50903,43118.64583,0
Website,Complaint,AFC,Gate Malfunction,M20 - Montgomery St. (SF),43118.47639,43123.53542,5
Phone,Complaint,Service,Dwell Time,M70 - Glen Park (SF),43118.475,43118.48611,0
Website,Complaint,Policies,Smoking Enforcement,W10 - Colma,43118.44583,43119.52569,1
Website,Complaint,Police,Lack of Presence - STA,A20 - Fruitvale (Oakland),43118.43889,43118.53611,0
Website,Complaint,Service,Delays,C60 - Concord,1/18/18 9:47,1/19/18 16:07,1
Phone,Complaint,Service,Timed Meet/Connection,K20 - 19th St. Oakland,1/18/18 9:12,1/19/18 14:58,1
Website,Complaint,Maintenance and Equipment,Lighting,L10 - Castro Valley,1/18/18 9:12,1/18/18 11:03,0
Website,Complaint,Train Cleanliness,Train Clean - Misc.,,1/18/18 9:00,1/18/18 15:57,0
Website,Complaint,Quality of Life,Unclean Individual,,1/18/18 8:53,1/19/18 11:02,1
Website,Complaint,Quality of Life,Unclean Individual,,1/18/18 8:47,1/18/18 13:15,0
Website,Complaint,Station Cleanliness,Facilities Maintenance Misc.,A40 - San Leandro,1/18/18 8:37,1/18/18 13:59,0
Website,Complaint,Police,Lack of Presence - Train,A90 - Fremont,1/18/18 7:36,1/18/18 16:53,0
Website,Complaint,Policies,Operations,,1/18/18 7:30,1/19/18 11:53,1
Website,Complaint,Maintenance and Equipment,Escalator,M30 - Powell St. (SF),1/18/18 7:15,1/19/18 10:40,1
Website,Complaint,Station Cleanliness,Parking Lots,,1/18/18 7:08,1/19/18 10:39,1
Website,Complaint,Police,Police Misc.,,1/17/18 21:35,1/18/18 13:43,1
Website,Complaint,Maintenance and Equipment,Escalator,M40 - Civic Center/UN Plaza (SF),1/17/18 20:34,1/18/18 14:31,1
Website,Complaint,Service,Timed Meet/Connection,,1/17/18 18:22,1/26/18 8:31,9
Phone,Complaint,Police,Lack of Presence - STA,Y10 - San Francisco Int'l Airport,1/17/18 17:18,1/17/18 17:26,0
Website,Complaint,Police,Lack of Presence - STA,,1/17/18 17:17,1/18/18 13:19,1
Website,Complaint,Trains,Air Conditioning Inoperative,M20 - Montgomery St. (SF),43117.69583,43119.5375,2
Website,Complaint,Police,Police Misc.,,43117.51875,43118.56319,1
Website,Complaint,Station Cleanliness,Facilities Maintenance Misc.,,43117.48472,43118.58056,1
Website,Complaint,Maintenance and Equipment,M&E Misc.,M40 - Civic Center/UN Plaza (SF),43117.46458,43118.56458,1
Phone,Complaint,Station Cleanliness,Grounds,L30 - Dublin/Pleasanton,43117.43958,43119.52569,2
Phone,Complaint,Station Cleanliness,Parking Garage,A20 - Fruitvale (Oakland),43117.43611,43119.51667,2
Phone,Complaint,Maintenance and Equipment,Escalator,M20 - Montgomery St. (SF),43117.43403,43118.67292,1
Website,Complaint,Maintenance and Equipment,Escalator,M20 - Montgomery St. (SF),1/17/18 9:55,1/18/18 12:47,1
Website,Complaint,Policies,Operations,M10 - West Oakland,1/17/18 9:19,1/19/18 12:10,2
Website,Complaint,AFC,Parkmaster Inoperative,C60 - Concord,1/17/18 8:38,1/18/18 13:05,1
Website,Complaint,AFC,AFC Misc.,,1/17/18 8:30,1/19/18 10:15,2
Website,Complaint,Quality of Life,Transient,,1/17/18 8:22,1/18/18 12:18,1
Website,Complaint,Policies,Fares,,1/17/18 8:10,1/19/18 9:45,2
Website,Complaint,Station Cleanliness,Grounds,M90 - Daly City,1/17/18 8:07,1/18/18 12:16,1
Website,Complaint,Maintenance and Equipment,Escalator,A80 - Union City,1/17/18 7:19,1/18/18 11:30,1
Website,Complaint,Quality of Life,Transient,M40 - Civic Center/UN Plaza (SF),1/17/18 6:49,1/18/18 11:25,1
Website,Complaint,Announcements,Announcements Misc.,,1/17/18 3:04,1/17/18 14:07,0
Website,Complaint,Quality of Life,Transient,,1/16/18 21:00,1/18/18 8:39,1
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,1/16/18 20:52,1/18/18 11:11,2
Website,Complaint,Station Cleanliness,Concourse,K20 - 19th St. Oakland,1/16/18 20:51,1/18/18 11:03,2
Website,Complaint,Police,Lack of Presence - Train,,1/16/18 20:43,1/17/18 16:29,1
Website,Complaint,Policies,Refunds,K20 - 19th St. Oakland,1/16/18 20:34,1/17/18 14:12,1
Website,Complaint,Passenger Information,Directional Signage,L20 - West Dublin/Pleasanton,1/16/18 20:11,1/18/18 11:44,2
Website,Complaint,Policies,Operations,,43116.83958,43118.42569,2
Website,Complaint,Quality of Life,Unclean Individual,,43116.77986,43118.46528,2
Website,Complaint,Passenger Information,Inadequate/Incorrect,S20 - Warm Springs,43116.76806,43118.60833,2
Phone,Complaint,Parking,Parking Misc.,,43116.72014,43116.72014,0
Phone,Complaint,Parking,Restrictions/Enforcement,A40 - San Leandro,43116.70833,43116.71319,0
Website,Complaint,Station Cleanliness,Facilities Maintenance Misc.,,43116.68472,43118.40625,2
Phone,Complaint,Parking,Paid Reserve,,43116.66111,43119.39653,3
Phone,Complaint,Passenger Information,Improve Website,,1/16/18 15:49,1/18/18 15:59,2
Website,Complaint,Train Cleanliness,Seats,,1/16/18 15:28,1/18/18 9:40,2
Phone,Complaint,Service,Delays,C80 - Pittsburg/Bay Point,1/16/18 15:01,1/16/18 15:01,0
Email,Complaint,AFC,AFC Misc.,,1/16/18 14:51,1/17/18 10:50,1
Website,Complaint,Maintenance and Equipment,Escalator,,1/16/18 14:36,1/18/18 9:33,2
Phone,Complaint,Policies,Fares,M16 - Embarcadero (SF),1/16/18 14:34,1/19/18 9:26,3
Email,Complaint,Maintenance and Equipment,Elevator,A20 - Fruitvale (Oakland),1/16/18 14:29,1/17/18 10:38,1
Website,Complaint,AFC,Gate Malfunction,A80 - Union City,1/16/18 12:56,1/18/18 9:38,2
